id,Date,rate
01001,2020-02-01,0.14656700002036785
01003,2020-02-01,0.16386454541438347
01005,2020-02-01,0.15289274669154929
01007,2020-02-01,0.13311909286046444
01009,2020-02-01,0.1327060849611856
01011,2020-02-01,0.11743801398973816
01013,2020-02-01,0.14573788280684835
01015,2020-02-01,0.17612811480796284
01017,2020-02-01,0.17230283937841026
01019,2020-02-01,0.13898147124330643
01021,2020-02-01,0.14662468216688448
01023,2020-02-01,0.11643991333430115
01025,2020-02-01,0.14998729997459995
01027,2020-02-01,0.13226684730925053
01029,2020-02-01,0.11440366335946714
01031,2020-02-01,0.14949753543999084
01033,2020-02-01,0.1843857854204991
01035,2020-02-01,0.12729787422523098
01037,2020-02-01,0.1226218926549105
01039,2020-02-01,0.17195494131257671
01041,2020-02-01,0.1282186745720953
01043,2020-02-01,0.1385711439476518
01045,2020-02-01,0.15853920229342738
01047,2020-02-01,0.17131615932006036
01049,2020-02-01,0.13518641655218705
01051,2020-02-01,0.16559231374473954
01053,2020-02-01,0.14872589910924483
01055,2020-02-01,0.17427367983782974
01057,2020-02-01,0.13097821718511374
01059,2020-02-01,0.14802231560707116
01061,2020-02-01,0.12186506952073808
01063,2020-02-01,0.14526037437451905
01065,2020-02-01,0.14841872627265645
01067,2020-02-01,0.12765936125224223
01069,2020-02-01,0.16828916249644205
01071,2020-02-01,0.16424896837599873
01073,2020-02-01,0.19954135946073998
01075,2020-02-01,0.1380209569246525
01077,2020-02-01,0.16674097788104084
01079,2020-02-01,0.12494815646483648
01081,2020-02-01,0.1571182538448416
01083,2020-02-01,0.16452893201581992
01085,2020-02-01,0.10348373006587391
01087,2020-02-01,0.16277014802317685
01089,2020-02-01,0.17825833629929683
01091,2020-02-01,0.1384995621788321
01093,2020-02-01,0.14579350736628055
01095,2020-02-01,0.17242234484468968
01097,2020-02-01,0.16955009100323876
01099,2020-02-01,0.14293555002270245
01101,2020-02-01,0.18795391783369728
01103,2020-02-01,0.17410221768518144
01105,2020-02-01,0.11426495650527307
01107,2020-02-01,0.12014118379846703
01109,2020-02-01,0.14920452439118365
01111,2020-02-01,0.13358161162355184
01113,2020-02-01,0.1597304727495123
01115,2020-02-01,0.14866471380450627
01117,2020-02-01,0.16557749457578674
01119,2020-02-01,0.12720078361076964
01121,2020-02-01,0.16598918150767325
01123,2020-02-01,0.15322006794556495
01125,2020-02-01,0.17275902422794476
01127,2020-02-01,0.15824253613656952
01129,2020-02-01,0.10634190438775468
01131,2020-02-01,0.10885687976410909
01133,2020-02-01,0.13251542158160412
02013,2020-02-01,0.5969123619191302
02016,2020-02-01,0.29804879243019594
02020,2020-02-01,0.2000601053639847
02050,2020-02-01,0.3578153542613008
02060,2020-02-01,
02068,2020-02-01,0.22024895992633156
02070,2020-02-01,0.2670379618978143
02090,2020-02-01,0.17473664122001506
02100,2020-02-01,0.3324928444868475
02105,2020-02-01,0.22540615167276692
02110,2020-02-01,0.23815578605893148
02122,2020-02-01,0.18338921089295238
02130,2020-02-01,0.22327592408385408
02150,2020-02-01,0.29123048108197014
02158,2020-02-01,0.4625185603012783
02164,2020-02-01,0.4481335247666906
02170,2020-02-01,0.1831718076539709
02180,2020-02-01,0.5581077913662121
02185,2020-02-01,0.23411239864201341
02188,2020-02-01,0.7220158455085539
02195,2020-02-01,0.3716873957387503
02198,2020-02-01,0.4022636432871747
02220,2020-02-01,0.30192815990450556
02230,2020-02-01,0.2509940202247895
02240,2020-02-01,0.17171843499402192
02261,2020-02-01,0.23424068231044226
02275,2020-02-01,0.5135064362303261
02282,2020-02-01,0.3454231433506045
02290,2020-02-01,0.45762510714050236
04001,2020-02-01,0.16580284287169084
04003,2020-02-01,0.21863863179669515
04005,2020-02-01,0.19709676302945298
04007,2020-02-01,0.22595852468078967
04009,2020-02-01,0.17362930657131975
04011,2020-02-01,0.22763412987126147
04012,2020-02-01,0.25499892180118017
04013,2020-02-01,0.1907684591079841
04015,2020-02-01,0.22905525194901102
04017,2020-02-01,0.20900392813221597
04019,2020-02-01,0.19300396551444265
04021,2020-02-01,0.19536631015504868
04023,2020-02-01,0.18365194795178436
04025,2020-02-01,0.21545640860614698
04027,2020-02-01,0.2582123715467361
05001,2020-02-01,0.18082249050471902
05003,2020-02-01,0.1728084932453649
05005,2020-02-01,0.2073069041173394
05007,2020-02-01,0.1747574362678409
05009,2020-02-01,0.17717000390593335
05011,2020-02-01,0.1603449877774111
05013,2020-02-01,0.11198755989128197
05015,2020-02-01,0.16768000777623873
05017,2020-02-01,0.1445835690575349
05019,2020-02-01,0.15060097639352366
05021,2020-02-01,0.15598406555776473
05023,2020-02-01,0.18700589911312654
05025,2020-02-01,0.12376259080113036
05027,2020-02-01,0.15976702785581245
05029,2020-02-01,0.13690710530755923
05031,2020-02-01,0.1747209363088459
05033,2020-02-01,0.15872851471256003
05035,2020-02-01,0.20437119569711545
05037,2020-02-01,0.1375130998359764
05039,2020-02-01,0.1561735896212259
05041,2020-02-01,0.2115282469670895
05043,2020-02-01,0.16887258659489618
05045,2020-02-01,0.15832097997839747
05047,2020-02-01,0.16338579228590616
05049,2020-02-01,0.1371378508870114
05051,2020-02-01,0.17649609984615885
05053,2020-02-01,0.14390062017991825
05055,2020-02-01,0.18463967133917872
05057,2020-02-01,0.12282761183034713
05059,2020-02-01,0.13693548535317487
05061,2020-02-01,0.18046638701555145
05063,2020-02-01,0.16245777970234976
05065,2020-02-01,0.18833066407584234
05067,2020-02-01,0.21309845705175404
05069,2020-02-01,0.18459298125389598
05071,2020-02-01,0.14421312934472638
05073,2020-02-01,0.13914917541229385
05075,2020-02-01,0.16736517758431524
05077,2020-02-01,0.1616683472647779
05079,2020-02-01,0.11207161314919935
05081,2020-02-01,0.14311793446616278
05083,2020-02-01,0.15539730833362786
05085,2020-02-01,0.1515455833855842
05087,2020-02-01,0.12933322793236585
05089,2020-02-01,0.20760091381169363
05091,2020-02-01,0.17199608116047393
05093,2020-02-01,0.21734800602945678
05095,2020-02-01,0.16024371040863689
05097,2020-02-01,0.14059801837340846
05099,2020-02-01,0.11228625871262138
05101,2020-02-01,0.13881167245604592
05103,2020-02-01,0.14404832482398777
